0.0	1.6600590323710314e-50
0.2	9.979690590713082e-46
0.4	1.617304328048028e-43
0.6	1.877782240221073e-41
0.8	1.9420238657255235e-39
1.0	3.9014664217284376e-39
1.2	6.243086537470358e-36
1.4	1.1116206738599251e-34
1.6	1.6270310300619995e-31
1.8	8.466112857947749e-30
2.0	2.6438307975515515e-29
2.2	7.693570062803526e-27
2.4	3.903106452379028e-26
2.6	1.5238487740832915e-24
2.8	9.858701627163053e-24
3.0	4.8495389690800376e-23
3.2	5.081839363547168e-21
3.4	2.6691053622716386e-20
3.6	3.995778392599526e-18
3.8	1.11303601958259e-16
4.0	2.422140936443115e-15
4.2	3.7797037312397797e-13
4.4	2.225297251034029e-12
4.6	9.99086540585496e-12
4.8	5.153704609320665e-12
5.0	1.576747426148062e-11
5.2	1.1075442426247127e-9
5.4	4.069791160075688e-9
5.6	2.7274620402412958e-8
5.8	1.5868736653260218e-8
6.0	2.4159368454621455e-8
6.2	3.052341595966131e-8
6.4	3.608365859368489e-8
6.6	1.338703888131493e-6
6.8	7.421433164672864e-6
7.0	8.636536396336313e-5
7.2	0.00023362180486665276
7.4	0.00030147092849646426
7.6	0.004775806063874173
7.8	0.010152033615450747
8.0	0.09379172931029836
8.2	0.11021704039088724
8.4	0.03253032615157286
8.6	0.08058188425380688
8.8	0.03054663510326941
9.0	0.12573955492576702
9.2	0.0766434371428431
9.4	0.11948144160262901
9.6	0.18454247207874214
9.8	0.06087280144315202
10.0	0.06275887469097662
10.2	0.004724988372716865
10.4	0.0016155565576530836
10.6	0.0003772611429022452
10.8	1.6144668335440538e-5
11.0	1.648570997258893e-6
11.2	6.218210123105998e-9
11.4	2.015933355266955e-10
11.6	1.2952012761202229e-10
11.8	9.541811480729418e-12
12.0	2.256315301013725e-13
12.2	1.6931874286983723e-16
12.4	3.783607468989341e-16
12.6	3.181230771899827e-15
12.8	2.678337863441977e-15
13.0	3.637631919428235e-16
13.2	4.345423148352568e-19
13.4	1.697245398173433e-18
13.6	2.8508332814034227e-18
13.8	5.646345667177641e-19
14.0	1.4777514046731276e-21
14.2	1.4039041088863573e-26
14.4	3.520032898653813e-25
14.6	1.6258438086867375e-24
14.8	1.658501320514497e-24
15.0	4.712201657122347e-26
15.2	3.621157263214944e-29
15.4	3.6774221442502876e-28
15.6	7.588170804052343e-29
15.8	2.353548791734618e-29
16.0	9.268605726500074e-32
16.2	1.2138791290664e-35
16.4	2.324915874088346e-34
16.6	5.3742380829213745e-36
16.8	2.5064292176658036e-38
17.0	7.288644690176488e-44
17.2	2.2853270773188407e-48
17.4	2.072075069697051e-46
17.6	5.768236443699498e-48
17.8	1.9504470386615847e-49
18.0	1.7782177041331393e-54
18.2	3.9927154109738226e-57
18.4	4.033780926555057e-55
18.6	1.6431378162016278e-57
18.8	2.8577642141312824e-59
19.0	1.407565102917849e-66
19.2	3.740078152676239e-68
19.4	2.0306272199352416e-65
19.6	9.142350689312752e-69
19.8	1.6742901627750963e-68
20.0	2.7310059226461535e-74
20.2	1.164881733974928e-72
20.4	2.1208345202589853e-71
20.6	2.0230935684850057e-75
20.8	3.1726536954877764e-75
21.0	2.432816014729266e-82
21.2	8.690384568355304e-81
21.4	1.459214156918002e-79
21.6	9.125628811544572e-84
21.8	7.154609799936276e-85
22.0	1.1733638257213216e-93
22.2	8.861386205591526e-90
22.4	2.629696049036099e-89
22.6	8.033044653158158e-94
22.8	1.048776738464173e-95
23.0	1.200708581852893e-105
23.2	9.104051382608563e-102
23.4	8.820918970083846e-100
23.6	4.755433701378132e-102
23.8	4.1267467964997893e-104
24.0	1.5455706248161035e-113
24.2	2.9772836309565183e-105
24.4	4.741930746494737e-105
24.6	1.4844584265783593e-105
24.8	4.433728739105824e-108
25.0	5.266687604172167e-114
25.2	2.652855155428705e-104
25.4	7.286000938595012e-107
25.6	8.08785943887638e-106
25.8	4.489130351265958e-107
26.0	4.1527430860585586e-109
26.2	1.7528183532890782e-101
26.4	5.062037695494026e-106
26.6	2.06772963592188e-104
26.8	1.5502520935541265e-107
27.0	0.0
27.2	0.0
27.4	0.0
27.6	0.0
27.8	0.0
28.0	0.0
28.2	0.0
28.4	0.0
28.6	0.0
28.8	0.0
29.0	0.0
29.2	0.0
29.4	0.0
29.6	0.0
29.8	0.0
30.0	0.0
30.2	0.0
30.4	0.0
30.6	0.0
30.8	0.0
31.0	0.0
31.2	0.0
31.4	0.0
31.6	0.0
31.8	0.0
32.0	0.0
32.2	0.0
32.4	0.0
32.6	0.0
32.8	0.0
33.0	0.0
33.2	0.0
33.4	0.0
33.6	0.0
33.8	0.0
34.0	0.0
34.2	0.0
34.4	0.0
34.6	0.0
34.8	0.0
35.0	0.0
35.2	0.0
35.4	0.0
35.6	0.0
35.8	0.0
36.0	0.0
36.2	0.0
36.4	0.0
36.6	0.0
36.8	0.0
37.0	0.0
37.2	0.0
37.4	0.0
37.6	0.0
37.8	0.0
38.0	0.0
38.2	0.0
38.4	0.0
38.6	0.0
38.8	0.0
39.0	0.0
39.2	0.0
39.4	0.0
39.6	0.0
39.8	0.0
40.0	0.0
40.2	0.0
40.4	0.0
40.6	0.0
40.8	0.0
41.0	0.0
41.2	0.0
41.4	0.0
41.6	0.0
41.8	0.0
42.0	0.0
42.2	0.0
42.4	0.0
42.6	0.0
42.8	0.0
43.0	0.0
43.2	0.0
43.4	0.0
43.6	0.0
43.8	0.0
44.0	0.0
44.2	0.0
44.4	0.0
44.6	0.0
44.8	0.0
45.0	0.0
45.2	0.0
45.4	0.0
45.6	0.0
45.8	0.0
46.0	0.0
46.2	0.0
46.4	0.0
46.6	0.0
46.8	0.0
47.0	0.0
47.2	0.0
47.4	0.0
47.6	0.0
47.8	0.0
48.0	0.0
48.2	0.0
48.4	0.0
48.6	0.0
48.8	0.0
49.0	0.0
49.2	0.0
49.4	0.0
49.6	0.0
49.8	0.0
50.0	0.0
50.2	0.0
50.4	0.0
50.6	0.0
50.8	0.0
51.0	0.0
51.2	0.0
51.4	0.0
51.6	0.0
51.8	0.0
52.0	0.0
52.2	0.0
52.4	0.0
52.6	0.0
52.8	0.0
53.0	0.0
53.2	0.0
53.4	0.0
53.6	0.0
53.8	0.0
54.0	0.0
54.2	0.0
54.4	0.0
54.6	0.0
54.8	0.0
55.0	0.0
55.2	0.0
55.4	0.0
55.6	0.0
55.8	0.0
56.0	0.0
56.2	0.0
56.4	0.0
56.6	0.0
56.8	0.0
57.0	0.0
57.2	0.0
57.4	0.0
57.6	0.0
57.8	0.0
58.0	0.0
58.2	0.0
58.4	0.0
58.6	0.0
58.8	0.0
59.0	0.0
59.2	0.0
59.4	0.0
59.6	0.0
59.8	0.0
60.0	0.0
60.2	0.0
60.4	0.0
60.6	0.0
60.8	0.0
61.0	0.0
61.2	0.0
61.4	0.0
61.6	0.0
61.8	0.0
62.0	0.0
62.2	0.0
62.4	0.0
62.6	0.0
62.8	0.0
63.0	0.0
63.2	0.0
63.4	0.0
63.6	0.0
63.8	0.0
64.0	0.0
64.2	0.0
64.4	0.0
64.6	0.0
64.8	0.0
65.0	0.0
65.2	0.0
65.4	0.0
65.6	0.0
65.8	0.0
66.0	0.0
66.2	0.0
66.4	0.0
66.6	0.0
66.8	0.0
67.0	0.0
67.2	0.0
67.4	0.0
67.6	0.0
67.8	0.0
68.0	0.0
68.2	0.0
68.4	0.0
68.6	0.0
68.8	0.0
69.0	0.0
69.2	0.0
69.4	0.0
69.6	0.0
69.8	0.0
70.0	0.0
70.2	0.0
70.4	0.0
70.6	0.0
70.8	0.0
71.0	0.0
71.2	0.0
71.4	0.0
71.6	0.0
71.8	0.0
72.0	0.0
72.2	0.0
72.4	0.0
72.6	0.0
72.8	0.0
73.0	0.0
73.2	0.0
73.4	0.0
73.6	0.0
73.8	0.0
74.0	0.0
74.2	0.0
74.4	0.0
74.6	0.0
74.8	0.0
75.0	0.0
75.2	0.0
75.4	0.0
75.6	0.0
75.8	0.0
76.0	0.0
76.2	0.0
76.4	0.0
76.6	0.0
76.8	0.0
77.0	0.0
77.2	0.0
77.4	0.0
77.6	0.0
77.8	0.0
78.0	0.0
78.2	0.0
78.4	0.0
78.6	0.0
78.8	0.0
79.0	0.0
79.2	0.0
79.4	0.0
79.6	0.0
79.8	0.0
80.0	0.0
80.2	0.0
80.4	0.0
80.6	0.0
80.8	0.0
81.0	0.0
81.2	0.0
81.4	0.0
81.6	0.0
81.8	0.0
82.0	0.0
82.2	0.0
82.4	0.0
82.6	0.0
82.8	0.0
83.0	0.0
83.2	0.0
83.4	0.0
83.6	0.0
83.8	0.0
84.0	0.0
84.2	0.0
84.4	0.0
84.6	0.0
84.8	0.0
85.0	0.0
85.2	0.0
85.4	0.0
85.6	0.0
85.8	0.0
86.0	0.0
86.2	0.0
86.4	0.0
86.6	0.0
86.8	0.0
87.0	0.0
87.2	0.0
87.4	0.0
87.6	0.0
87.8	0.0
88.0	0.0
88.2	0.0
88.4	0.0
88.6	0.0
88.8	0.0
89.0	0.0
89.2	0.0
89.4	0.0
89.6	0.0
89.8	0.0
90.0	0.0
90.2	0.0
90.4	0.0
90.6	0.0
90.8	0.0
91.0	0.0
91.2	0.0
91.4	0.0
91.6	0.0
91.8	0.0
92.0	0.0
92.2	0.0
92.4	0.0
92.6	0.0
92.8	0.0
93.0	0.0
93.2	0.0
93.4	0.0
93.6	0.0
93.8	0.0
94.0	0.0
94.2	0.0
94.4	0.0
94.6	0.0
94.8	0.0
95.0	0.0
95.2	0.0
95.4	0.0
95.6	0.0
95.8	0.0
96.0	0.0
96.2	0.0
96.4	0.0
96.6	0.0
96.8	0.0
97.0	0.0
97.2	0.0
97.4	0.0
97.6	0.0
97.8	0.0
98.0	0.0
98.2	0.0
98.4	0.0
98.6	0.0
98.8	0.0
99.0	0.0
99.2	0.0
99.4	0.0
99.6	0.0
99.8	0.0
100.0	0.0
100.2	0.0
100.4	0.0
100.6	0.0
100.8	0.0
101.0	0.0
101.2	0.0
101.4	0.0
101.6	0.0
101.8	0.0
102.0	0.0
102.2	0.0
102.4	0.0
102.6	0.0
102.8	0.0
103.0	0.0
103.2	0.0
103.4	0.0
103.6	0.0
103.8	0.0
104.0	0.0
104.2	0.0
104.4	0.0
104.6	0.0
104.8	0.0
105.0	0.0
105.2	0.0
105.4	0.0
105.6	0.0
105.8	0.0
106.0	0.0
106.2	0.0
106.4	0.0
106.6	0.0
106.8	0.0
107.0	0.0
107.2	0.0
107.4	0.0
107.6	0.0
107.8	0.0
108.0	0.0
108.2	0.0
108.4	0.0
108.6	0.0
108.8	0.0
109.0	0.0
109.2	0.0
109.4	0.0
109.6	0.0
109.8	0.0
110.0	0.0
110.2	0.0
